gene_id	control_rep1	control_rep2	control_rep3	treat1_rep1	treat1_rep2	treat1_rep3	treat2_rep1	treat2_rep2	treat2_rep3
ENSG00000182704:TSKU	3064	3333	3107	3461	2875	2619	10435	10366	10011
ENSG00000281887:GIMAP1-GIMAP5	0	0	0	3	0	0	1	3	0
ENSG00000157060:SHCBP1L	2724	3121	2775	2823	2530	2108	20604	20032	19938
ENSG00000114439:BBX	460	498	473	714	509	487	264	246	275
ENSG00000219607:PPP1R3G	680	682	637	955	705	716	870	853	908
ENSG00000170044:ZPLD1	1497	1558	1583	1791	1349	1396	352	381	431
ENSG00000206538:VGLL3	1589	1695	1622	2469	1621	1825	1199	1358	1517
ENSG00000163288:GABRB1	435	475	447	692	523	534	329	331	383
ENSG00000186364:NUDT17	442	465	460	579	461	457	99	138	103
ENSG00000105085:MED26	1554	1703	1633	2425	1875	1728	2459	2274	2250
ENSG00000168952:STXBP6	2429	2217	2286	3063	2213	2044	2527	2705	2285
ENSG00000124370:MCEE	3857	4099	3841	5923	3998	4184	3571	3118	3255
ENSG00000189007:ADAT2	0	1	3	1	0	1	0	0	0
ENSG00000170423:KRT78	490	543	481	678	503	515	769	765	921
ENSG00000182866:LCK	2197	2452	2502	3658	2663	2777	4083	3666	3833
ENSG00000176273:SLC35G1	5059	5504	5223	6584	4862	4972	7230	7931	8550
ENSG00000139767:SRRM4	0	0	0	2	1	1	0	3	1
ENSG00000197506:SLC28A3	2100	2273	2058	3094	2422	2266	5512	5839	5746
ENSG00000126561:STAT5A	553	584	560	837	562	626	532	590	630
ENSG00000153347:FAM81B	1191	1201	1153	1790	1307	1179	1468	1312	1206
ENSG00000129472:RAB2B	1826	2076	2000	3113	2251	2194	1828	1612	1569
ENSG00000231500:RPS18	1453	1492	1475	2389	1736	1561	1646	1501	1427
ENSG00000198225:FKBP1C	148	141	157	230	162	184	40	56	70
ENSG00000164715:LMTK2	1	3	6	3	0	4	0	0	0
ENSG00000178229:ZNF543	1336	1540	1440	2273	1708	1797	915	1033	1160
ENSG00000115263:GCG	95	88	95	137	122	82	34	30	33
ENSG00000118245:TNP1	963	1044	1109	1217	774	966	167	214	204
ENSG00000184108:TRIML1	0	1	0	0	0	1	2	0	2
ENSG00000117862:TXNDC12	1355	1355	1488	1714	1245	1233	1332	1532	1496
ENSG00000121680:PEX16	4	3	0	2	2	2	0	1	0
ENSG00000283992:SLURP2	40	47	74	27	38	39	8	18	16
ENSG00000196782:MAML3	0	0	0	1	0	0	1	0	2
ENSG00000117118:SDHB	0	6	4	2	3	0	3	2	2
ENSG00000152689:RASGRP3	577	521	609	884	652	624	381	432	446
ENSG00000183396:TMEM89	934	1005	850	1296	898	992	583	653	782
ENSG00000085998:POMGNT1	6593	6464	6880	8242	5599	6095	5137	6424	6570
ENSG00000203985:LDLRAD1	0	0	0	0	0	0	0	0	0
ENSG00000184260:H2AC20	58	60	49	99	67	65	6	6	14
ENSG00000099899:TRMT2A	1086	1258	1126	1631	1100	1264	928	1100	1252
ENSG00000122068:FYTTD1	5806	6678	6319	9656	6988	7384	6418	7346	8035
ENSG00000145384:FABP2	1854	2034	1808	2455	1517	1785	1734	2125	2281
ENSG00000104903:LYL1	198	252	219	256	203	222	85	126	103
ENSG00000167969:ECI1	46	37	50	72	36	30	201	254	264
ENSG00000167914:GSDMA	0	0	0	0	1	0	0	0	0
ENSG00000196154:S100A4	11462	12162	11731	17197	12551	13108	20665	22880	24471
ENSG00000091640:SPAG7	6108	6774	5784	8506	6206	6252	8121	7720	8694
ENSG00000116704:SLC35D1	578	636	584	872	600	678	404	529	519
ENSG00000113594:LIFR	0	0	0	0	0	0	0	0	0
ENSG00000168411:RFWD3	734	719	738	876	638	604	506	572	610
ENSG00000214414:TRIM77	10857	11453	10465	14255	10483	10637	12742	13898	15354
ENSG00000122952:ZWINT	10393	10550	9352	17949	11240	11892	9470	9712	10382
ENSG00000177565:TBL1XR1	1074	1272	1167	1645	1166	1322	1106	1346	1355
ENSG00000253767:PCDHGA8	227	256	258	448	324	308	61	38	65
ENSG00000125633:CCDC93	79	77	96	119	98	99	5	8	7
ENSG00000159596:TMEM69	3	0	0	2	0	0	0	0	0
ENSG00000186469:GNG2	158	148	141	185	166	134	166	200	220
ENSG00000170185:USP38	0	0	0	0	0	0	0	0	0
ENSG00000189169:KRTAP10-12	544	632	490	991	626	691	455	491	519
ENSG00000133800:LYVE1	15793	17302	15665	22824	16893	16960	13441	12734	13746
ENSG00000180475:OR10Q1	8576	8466	8114	11058	7392	7953	7197	8171	9059
ENSG00000156709:AIFM1	2418	2605	2229	3061	2266	2474	1615	1806	2000
ENSG00000101811:CSTF2	12235	13707	12938	18218	13088	13435	3528	4504	5061
ENSG00000087095:NLK	12	19	8	9	11	14	68	67	81
ENSG00000171435:KSR2	1432	1446	1495	2133	1548	1637	1826	1845	1925
ENSG00000106006:HOXA6	1494	1660	1523	1988	1446	1440	1270	1462	1569
ENSG00000153487:ING1	5	3	1	7	1	5	3	2	0
ENSG00000140750:ARHGAP17	1	2	3	0	0	0	0	0	0
ENSG00000115085:ZAP70	7238	7290	7401	6347	4612	4545	7262	9175	9532
ENSG00000187180:LCE2C	1179	1310	1122	2093	1458	1473	923	899	922
ENSG00000127554:GFER	107	99	97	157	115	77	17	20	17
ENSG00000100485:SOS2	3	0	5	6	11	9	1	2	2
ENSG00000169100:SLC25A6	2	5	0	8	6	6	12	10	15
ENSG00000108679:LGALS3BP	33	11	20	24	18	32	19	23	30
ENSG00000175445:LPL	1899	2202	1946	2945	2148	2104	2096	2142	1948
ENSG00000163132:MSX1	4057	4354	4072	6067	4342	4237	5119	4754	4786
ENSG00000147799:ARHGAP39	102	148	113	174	102	123	136	116	148
ENSG00000147010:SH3KBP1	33	45	39	51	41	35	133	145	137
ENSG00000139574:NPFF	2002	2310	2116	3477	2375	2388	1936	2041	2029
ENSG00000151470:C4orf33	5480	5921	5346	8460	6370	6118	7435	6988	7387
ENSG00000258677:AC022826.2	99	71	84	97	81	59	37	42	48
ENSG00000172840:PDP2	10	23	18	18	8	16	14	12	17
ENSG00000157869:RAB28	2867	2949	2883	4116	3124	3082	3811	3539	3413
ENSG00000108590:MED31	121	106	108	163	97	90	83	81	81
ENSG00000185262:UBALD2	3	1	3	3	2	1	0	1	3
ENSG00000101290:CDS2	4	4	1	5	2	3	1	4	5
ENSG00000183379:SYNDIG1L	2676	2863	2673	4093	2907	3062	2727	2467	2487
ENSG00000120049:KCNIP2	443	428	447	626	408	464	374	343	480
ENSG00000167139:TBC1D21	367	394	452	609	458	454	164	173	189
ENSG00000104228:TRIM35	4	4	1	5	8	11	0	1	0
ENSG00000142875:PRKACB	9565	10542	9628	15023	10991	10913	13142	12771	13461
ENSG00000140319:SRP14	3814	4057	3884	5452	3925	4042	4175	3789	3878
ENSG00000135723:FHOD1	11	13	13	23	8	23	53	46	67
ENSG00000115145:STAM2	1452	1530	1363	2560	1703	1789	3304	3323	3684
ENSG00000174951:FUT1	1051	1014	1035	1315	832	986	685	812	793
ENSG00000108651:UTP6	0	0	0	0	0	0	3	3	3
ENSG00000255374:TAS2R43	197	166	222	236	201	177	225	265	280
ENSG00000111344:RASAL1	3497	3732	3500	4899	3604	3642	3139	3163	3105
ENSG00000204538:PSORS1C2	7851	8428	8109	12048	8596	8673	8718	10080	10160
ENSG00000059691:GATB	1815	1900	1775	2585	2071	1886	1806	1777	2004
ENSG00000105173:CCNE1	1213	1488	1319	2179	1449	1514	1215	1106	1209
ENSG00000066185:ZMYND12	69	70	75	122	93	64	55	54	54
ENSG00000152661:GJA1	8	6	4	7	10	2	7	8	3
ENSG00000090971:NAT14	1224	1292	1327	1712	1260	1285	958	951	873
ENSG00000005961:ITGA2B	1969	2087	1955	3008	2131	2211	1798	1605	1650
ENSG00000261739:GOLGA8S	1911	2174	2129	2873	2187	2179	1365	1434	1394
ENSG00000171487:NLRP5	946	1044	1001	1520	1197	1115	2339	2110	2143
ENSG00000284989:AL451062.3	153	167	173	221	177	164	163	192	187
ENSG00000181513:ACBD4	1196	1214	1159	1574	1206	1190	1109	1020	1069
ENSG00000149269:PAK1	312	399	313	349	259	266	207	244	272
ENSG00000140374:ETFA	0	4	2	0	3	3	9	9	4
ENSG00000064012:CASP8	0	3	0	0	0	2	0	0	0
ENSG00000012171:SEMA3B	706	716	699	1005	620	753	556	639	604
ENSG00000100365:NCF4	0	0	0	0	0	0	2	0	0
ENSG00000121853:GHSR	945	961	905	1471	1147	1056	1146	1103	995
ENSG00000117899:MESD	2075	2307	2082	3677	2508	2659	2365	2377	2289
ENSG00000176842:IRX5	10	17	8	12	11	9	5	2	7
ENSG00000277224:H2BC7	1188	1462	1315	1737	1278	1358	3282	3647	3706
ENSG00000134882:UBAC2	536	579	594	661	457	458	491	553	449
ENSG00000135318:NT5E	1516	1621	1523	1765	1368	1412	637	594	625
ENSG00000198373:WWP2	388	506	420	667	463	513	728	696	729
ENSG00000164675:IQUB	2355	2389	2305	3262	2373	2438	1501	1485	1493
ENSG00000145901:TNIP1	59	56	60	75	45	53	125	158	152
ENSG00000123064:DDX54	65	58	77	55	64	46	136	161	199
ENSG00000164776:PHKG1	0	0	0	0	0	0	0	0	0
ENSG00000146963:LUC7L2	1069	1192	961	1644	1372	1229	1380	1397	1496
ENSG00000111877:MCM9	0	0	0	1	0	0	0	0	0
ENSG00000128789:PSMG2	0	0	0	0	0	0	0	0	0
ENSG00000138834:MAPK8IP3	11168	11076	11228	17192	12275	12699	12234	11582	12180
ENSG00000261884:AC040162.1	0	0	2	0	0	0	0	0	0
ENSG00000144711:IQSEC1	363	394	370	620	417	508	275	271	309
ENSG00000112658:SRF	123	143	119	157	149	175	89	95	93
ENSG00000100243:CYB5R3	727	840	824	877	770	741	4227	4457	4031
ENSG00000133641:C12orf29	0	0	0	0	0	0	0	0	0
ENSG00000085063:CD59	7221	7354	7021	10542	7804	7610	4966	4254	3909
ENSG00000196371:FUT4	1508	1612	1543	2612	1976	2055	788	857	958
ENSG00000101470:TNNC2	637	733	709	1044	799	801	718	612	582
ENSG00000174453:VWC2L	901	907	884	1060	807	841	1246	1232	1073
ENSG00000137434:C6orf52	1244	1266	1198	1800	1293	1244	905	885	758
ENSG00000157637:SLC38A10	2038	2446	2008	3218	2420	2424	2585	2480	2899
ENSG00000176108:CHMP6	0	0	0	0	0	0	0	0	0
ENSG00000158373:H2BC5	4	3	4	5	3	3	0	1	3
ENSG00000198346:ZNF813	7804	8178	7759	11425	8155	8901	8029	7730	8558
ENSG00000129152:MYOD1	2383	2601	2538	3950	2733	2782	2032	2177	2079
ENSG00000137285:TUBB2B	1644	1552	1524	2399	1635	1624	1057	931	922
ENSG00000281348:AC120114.4	1620	1543	1538	1667	1350	1075	2601	2302	2018
ENSG00000132639:SNAP25	1821	2058	1799	2482	1784	1696	1899	1783	1759
ENSG00000119636:BBOF1	778	843	870	1217	907	859	417	416	359
ENSG00000136404:TM6SF1	1262	1393	1288	1900	1434	1391	1079	987	939
ENSG00000169564:PCBP1	638	685	625	950	697	744	411	408	445
ENSG00000162631:NTNG1	365	380	344	460	356	292	111	122	96
ENSG00000284725:SCYGR6	9817	10286	9439	17167	12217	12137	10493	8874	9019
ENSG00000019144:PHLDB1	2983	2890	3006	3480	2396	2711	1495	1859	1968
ENSG00000050327:ARHGEF5	35	49	60	53	35	42	29	36	32
ENSG00000156127:BATF	897	918	937	1265	916	939	1086	1074	1101
ENSG00000180658:OR2A4	1803	1938	1865	2963	2099	2013	4083	3797	3581
ENSG00000146276:GABRR1	242	260	230	317	217	229	213	227	238
ENSG00000085721:RRN3	0	0	0	1	0	0	0	2	0
ENSG00000175518:UBQLNL	1929	2286	2113	2729	2120	2102	2183	2159	2238
ENSG00000122180:MYOG	0	0	0	0	0	0	0	0	0
ENSG00000162630:B3GALT2	2	8	5	6	3	6	17	9	6
ENSG00000169962:TAS1R3	6	6	11	13	15	10	27	28	33
ENSG00000155380:SLC16A1	4	7	6	6	4	9	7	16	12
ENSG00000154133:ROBO4	1	1	0	1	0	2	3	2	0
ENSG00000173705:SUSD5	0	0	0	0	0	0	0	0	0
ENSG00000080546:SESN1	1383	1535	1363	2063	1462	1444	1748	1688	1842
ENSG00000233024:NPIPA9	5225	5140	4681	6797	5045	4621	2888	2445	2496
ENSG00000111087:GLI1	4112	4317	4059	6292	4208	4251	2710	2540	2510
ENSG00000256892:MTRNR2L7	152	139	149	250	168	232	296	255	242
ENSG00000126233:SLURP1	49	50	16	62	53	52	116	131	115
ENSG00000147082:CCNB3	15	11	19	14	19	21	81	85	90
ENSG00000127084:FGD3	0	5	1	0	0	0	2	1	0
ENSG00000110888:CAPRIN2	1049	1043	1081	1021	815	726	1929	1931	1917
ENSG00000129654:FOXJ1	2246	2445	2256	2868	2295	2017	2756	2501	2685
ENSG00000166582:CENPV	1	6	2	1	3	1	2	4	1
ENSG00000090447:TFAP4	652	682	732	836	660	656	761	665	721
ENSG00000103067:ESRP2	8551	9735	8625	13951	10476	10207	8006	8089	8474
ENSG00000154007:ASB17	2268	2156	2155	3211	2287	2160	2451	2690	2513
ENSG00000157870:PRXL2B	7151	7473	7239	10185	7599	7409	9321	9386	9463
ENSG00000151779:NBAS	3271	3592	3266	4886	3406	3456	3368	3338	3632
ENSG00000189186:DCAF8L2	1981	2150	1931	2939	2277	2198	3755	3499	3784
ENSG00000184831:APOO	2	3	0	1	4	0	2	1	0
ENSG00000100056:ESS2	1250	1408	1285	1719	1122	1328	1696	1885	2015
ENSG00000080603:SRCAP	0	0	0	0	0	0	0	0	0
ENSG00000102144:PGK1	0	0	0	1	0	1	1	0	0
ENSG00000115266:APC2	6	8	16	15	3	9	5	8	4
ENSG00000177508:IRX3	1002	921	861	1168	748	750	661	685	542
ENSG00000135899:SP110	0	0	0	1	0	0	0	0	0
ENSG00000216490:IFI30	0	1	3	0	0	0	0	1	1
ENSG00000047346:FAM214A	125	165	124	266	213	205	73	88	90
ENSG00000104611:SH2D4A	0	0	0	0	0	0	0	0	0
ENSG00000156170:NDUFAF6	0	0	0	0	0	1	0	0	0
ENSG00000188993:LRRC66	48	39	43	58	35	33	32	24	35
ENSG00000114850:SSR3	0	0	0	0	0	0	0	0	0
ENSG00000110079:MS4A4A	0	0	0	0	0	0	0	0	0
ENSG00000171873:ADRA1D	0	0	0	0	0	0	1	0	0
ENSG00000173812:EIF1	453	496	373	745	535	467	1017	868	907
ENSG00000168930:TRIM49	821	862	816	1201	895	849	747	659	609
ENSG00000171992:SYNPO	2581	2756	2619	4714	3002	3193	3356	3633	4003
ENSG00000126267:COX6B1	1099	1140	1084	1384	995	1038	750	645	714
ENSG00000109065:NAT9	5440	5572	5278	8305	5842	5750	6346	5708	5452
ENSG00000102978:POLR2C	0	0	0	0	1	2	3	0	1
ENSG00000116106:EPHA4	458	521	440	474	414	346	1025	985	965
ENSG00000176208:ATAD5	1	0	2	0	0	0	2	2	5
ENSG00000159346:ADIPOR1	1320	1382	1398	1702	1220	1169	1477	1478	1377
ENSG00000168763:CNNM3	54	77	60	82	56	80	37	37	46
ENSG00000149054:ZNF215	1	0	0	1	0	0	1	0	2
ENSG00000224420:ADM5	888	843	761	1309	909	1033	529	480	532
ENSG00000145908:ZNF300	5870	6643	6029	8704	6477	6500	6362	5924	6353
ENSG00000130545:CRB3	27	28	22	21	12	24	9	8	18
ENSG00000142733:MAP3K6	9277	9402	9301	13461	9899	9397	13297	12872	11739
ENSG00000025708:TYMP	629	631	627	806	613	617	985	1144	1083
ENSG00000242574:HLA-DMB	47	54	21	60	33	36	19	33	26
ENSG00000275553:ELOA3C	4195	4525	4242	6142	4341	4565	3283	3068	3211
ENSG00000203685:STUM	183	208	159	245	194	226	168	147	173
ENSG00000144895:EIF2A	184	163	146	221	190	193	124	131	130
ENSG00000163295:ALPI	1	0	0	3	1	4	2	0	3
ENSG00000233493:TMEM238	839	934	844	1437	1002	982	695	664	677
ENSG00000165972:CCDC38	439	420	393	489	378	349	223	238	179
ENSG00000155876:RRAGA	2466	2871	2485	3036	2377	2174	4395	3791	4039
ENSG00000150873:C2orf50	169	180	146	250	213	198	132	124	146
ENSG00000138678:GPAT3	13	17	14	13	6	20	34	55	35
ENSG00000047578:KIAA0556	437	463	437	634	556	511	1304	1226	1406
ENSG00000273049:AC012531.3	137	144	152	206	146	146	178	249	230
ENSG00000203795:FAM24A	0	0	0	0	0	0	0	0	0
ENSG00000135862:LAMC1	110	112	119	178	142	121	112	109	95
ENSG00000227140:USP17L5	58	51	40	42	34	33	66	70	77
ENSG00000153066:TXNDC11	124	105	120	88	89	70	80	118	82
ENSG00000077235:GTF3C1	0	0	0	0	0	1	2	1	0
ENSG00000182272:B4GALNT4	761	868	809	1247	903	936	631	546	556
ENSG00000161649:CD300LG	6744	7599	6722	9396	6641	6518	7282	5851	6239
ENSG00000138246:DNAJC13	2407	2544	2413	3154	2501	2396	1588	1506	1547
ENSG00000100239:PPP6R2	5037	5405	4789	7338	5201	5187	6962	6246	6551
ENSG00000256797:KLRF2	2	0	1	1	1	0	1	1	3
ENSG00000164346:NSA2	1501	1462	1418	2104	1369	1432	620	607	505
ENSG00000139684:ESD	345	345	384	487	336	369	619	623	561
ENSG00000259120:SMIM6	2996	2994	2887	4818	3662	3338	3744	3087	3159
ENSG00000180423:HARBI1	35	25	36	51	27	33	19	13	23
ENSG00000187800:PEAR1	0	0	2	0	0	0	0	0	0
ENSG00000163093:BBS5	0	0	0	0	0	0	0	0	0
ENSG00000113460:BRIX1	25	36	48	52	32	38	16	25	22
ENSG00000197982:C1orf122	27	33	29	90	34	52	8	13	4
ENSG00000172053:QARS1	116	116	121	128	83	96	58	37	41
ENSG00000171497:PPID	2	1	0	1	2	2	12	3	7
ENSG00000013441:CLK1	9	6	4	14	7	5	44	38	35
ENSG00000085415:SEH1L	1626	1771	1613	2467	1871	1885	2012	1798	1952
ENSG00000081803:CADPS2	75	64	60	96	73	63	89	67	95
ENSG00000075568:TMEM131	2877	3006	2635	4356	3054	3168	4481	4176	4063
ENSG00000146166:LGSN	35	36	43	40	44	31	392	366	366
ENSG00000136938:ANP32B	122	141	123	201	148	147	159	193	191
ENSG00000034053:APBA2	916	941	899	1210	951	908	1048	998	992
ENSG00000173641:HSPB7	464	439	405	664	467	440	366	338	383
ENSG00000112110:MRPL18	4	8	6	18	4	2	5	12	19
ENSG00000100565:LRRC74A	0	0	0	0	1	0	0	0	1
ENSG00000135046:ANXA1	0	1	1	0	0	0	0	0	0
ENSG00000186832:KRT16	3643	3673	3499	5665	4293	3870	5570	5074	5118
ENSG00000123473:STIL	249	284	210	386	328	297	391	400	422
ENSG00000134184:GSTM1	2170	2055	2069	3154	2098	2239	2195	1893	1754
ENSG00000118482:PHF3	3797	4153	4057	6100	4396	4267	3749	3362	3345
ENSG00000256537:SMIM10L1	2343	2414	2358	3038	2186	1992	7966	6381	6410
ENSG00000137441:FGFBP2	0	0	0	0	0	0	0	0	0
ENSG00000183617:MRPL54	86	97	62	154	79	103	63	54	65
ENSG00000024048:UBR2	126	108	111	180	99	90	139	127	124
ENSG00000137513:NARS2	6331	6922	5636	10899	7714	7687	5999	5345	6535
ENSG00000138119:MYOF	551	584	445	632	498	438	586	563	539
ENSG00000187082:DEFB106B	0	0	0	0	0	0	0	0	0
ENSG00000269755:AC008758.6	177	241	162	198	160	173	1196	1261	1185
ENSG00000183576:SETD3	368	320	337	428	348	299	358	336	393
ENSG00000036549:ZZZ3	0	0	0	0	0	0	0	0	0
ENSG00000198730:CTR9	1856	1787	1761	2148	1622	1561	3229	3058	2672
ENSG00000177689:MAGEB10	0	0	0	0	0	0	0	0	0
ENSG00000157045:NTAN1	108	159	112	67	42	36	38	47	59
ENSG00000155093:PTPRN2	291	262	223	426	381	346	393	332	351
ENSG00000242485:MRPL20	6272	6344	6237	7282	5457	5156	4491	3803	3859
ENSG00000162735:PEX19	0	0	0	0	0	0	0	0	0
ENSG00000163399:ATP1A1	210	208	259	325	270	225	136	128	103
ENSG00000175564:UCP3	16	11	22	32	19	21	44	60	69
ENSG00000167114:SLC27A4	4820	4788	4381	7292	5298	4996	4209	3800	3982
ENSG00000059122:FLYWCH1	0	0	0	0	0	0	0	0	0
ENSG00000086696:HSD17B2	0	0	0	0	0	0	0	0	0
ENSG00000163075:CFAP221	3569	3583	3611	3823	2552	2742	5132	4858	4611
ENSG00000163328:GPR155	1000	925	846	1261	863	876	1238	991	913
ENSG00000270339:PPIAL4H	2	0	0	0	0	0	1	0	1
ENSG00000142871:CCN1	1578	1711	1482	2269	1543	1589	1891	1822	1913
ENSG00000150556:LYPD6B	1982	1997	2081	3002	2201	2181	1773	1701	1681
ENSG00000157423:HYDIN	3828	4125	3888	5050	3879	3532	7559	6790	5912
ENSG00000126838:PZP	2883	3191	3017	3917	2788	3074	3275	3143	3309
ENSG00000104722:NEFM	1657	1938	1598	2956	2127	2074	2391	2240	2501
ENSG00000158825:CDA	3157	3251	3139	3647	2712	2645	2705	2339	2522
ENSG00000169676:DRD5	2855	2935	2802	3208	2353	2348	2186	2080	2130
ENSG00000164080:RAD54L2	39	44	43	31	22	26	19	13	21
ENSG00000170677:SOCS6	1590	1736	1733	2587	1854	1857	1818	1694	1653
ENSG00000204248:COL11A2	8	2	9	9	7	2	4	6	4
ENSG00000197077:KIAA1671	11409	12261	11100	19005	13727	13897	9979	9365	10172
ENSG00000205143:ARID3C	1367	1546	1374	2192	1772	1767	1390	1355	1506
ENSG00000240764:PCDHGC5	11980	12577	11765	20867	13722	13878	8960	9344	10413
ENSG00000170638:TRABD	1366	1370	1440	1965	1522	1333	1568	1393	1341
ENSG00000125753:VASP	1607	1695	1555	2713	2056	1815	1921	1653	1652
ENSG00000180818:HOXC10	947	1061	960	1439	1012	1108	478	549	490
ENSG00000111679:PTPN6	184	214	210	183	125	98	241	282	290
ENSG00000142319:SLC6A3	286	295	330	389	304	293	48	39	35
ENSG00000161929:SCIMP	541	551	508	712	540	518	810	614	662
ENSG00000167759:KLK13	23	21	22	12	13	22	21	16	19
ENSG00000178217:SH2D4B	2123	1937	2066	2812	2085	2044	1143	986	938
ENSG00000176222:ZNF404	4962	5448	5318	7123	5103	5429	4248	4571	4861
ENSG00000146809:ASB15	2	5	0	2	2	2	3	0	1
ENSG00000175087:PDIK1L	40	56	38	70	40	49	48	45	42
ENSG00000154124:OTULIN	471	534	424	789	548	626	471	496	616
ENSG00000153714:LURAP1L	2190	2352	2415	3361	2307	2439	2589	2782	2881
ENSG00000182983:ZNF662	0	0	3	0	0	0	0	0	0
ENSG00000141002:TCF25	1	3	6	3	1	1	0	0	0
ENSG00000159184:HOXB13	0	0	0	0	0	0	0	0	1
ENSG00000081320:STK17B	2037	2243	2026	3292	2320	2451	2164	2147	2580
ENSG00000120669:SOHLH2	5018	5252	5452	7306	4747	5123	5021	5978	6111
ENSG00000146005:PSD2	18752	20661	18877	28268	20396	21232	23041	26374	30577
ENSG00000124459:ZNF45	1671	1809	1641	2560	1818	1925	2341	2539	2783
ENSG00000205464:ATP6AP1L	18	13	12	16	5	11	2	7	11
ENSG00000197969:VPS13A	1154	1238	1149	1776	1246	1338	1450	1787	2000
ENSG00000130304:SLC27A1	103	94	86	132	100	115	134	146	175
ENSG00000188313:PLSCR1	0	0	0	0	0	0	0	0	0
ENSG00000137266:SLC22A23	356	465	359	502	330	341	185	270	348
ENSG00000177000:MTHFR	0	0	0	0	0	0	0	0	0
ENSG00000168300:PCMTD1	10591	11597	10492	16491	11718	12439	16715	17936	19902
ENSG00000147246:HTR2C	21370	22416	21845	32407	22165	24575	30974	33451	37187
ENSG00000204704:OR2W1	1529	1733	1640	2098	1510	1638	621	751	840
ENSG00000143321:HDGF	632	655	684	973	710	778	369	453	475
ENSG00000131174:COX7B	2670	2904	2701	4450	3041	3277	1776	1849	2246
ENSG00000242366:UGT1A8	32	52	43	43	22	23	67	76	70
ENSG00000137474:MYO7A	383	370	410	468	291	375	863	1021	1299
ENSG00000128039:SRD5A3	681	716	652	824	561	595	328	443	428
ENSG00000156049:GNA14	3456	4047	3765	5863	4331	4475	2244	2577	2714
ENSG00000198919:DZIP3	1379	1574	1458	2176	1474	1465	1123	1140	1086
ENSG00000107242:PIP5K1B	72	81	63	133	69	65	111	153	136
ENSG00000101076:HNF4A	485	537	511	680	500	548	462	443	429
ENSG00000145147:SLIT2	781	938	719	1482	1015	992	774	840	968
ENSG00000175267:VWA3A	1014	1206	1014	1710	1201	1174	1122	1161	1249
ENSG00000131238:PPT1	24	14	15	33	28	39	84	88	81
ENSG00000204406:MBD5	3287	3459	3375	5343	3694	3863	3060	2860	3106
ENSG00000145545:SRD5A1	10761	11363	10623	14879	10036	10519	6762	7188	7610
ENSG00000168297:PXK	7746	8713	7965	11834	8533	8713	11413	11500	11912
ENSG00000100767:PAPLN	3816	3713	3428	4531	2981	3154	3583	3585	3869
ENSG00000133055:MYBPH	36	56	38	52	34	36	41	61	52
ENSG00000172732:MUS81	24	29	23	26	31	26	30	23	34
ENSG00000136114:THSD1	285	311	321	427	309	259	358	362	484
ENSG00000146476:ARMT1	1683	1803	1700	2456	1828	1929	2862	2653	2951
ENSG00000188603:CLN3	0	0	0	0	0	0	0	0	0
ENSG00000170525:PFKFB3	15	22	7	6	12	9	13	10	5
ENSG00000152207:CYSLTR2	1	2	4	5	1	5	1	3	5
ENSG00000126432:PRDX5	4	3	6	7	4	3	3	7	3
ENSG00000166965:RCCD1	23	12	23	24	11	20	16	10	13
ENSG00000108298:RPL19	30843	33787	32243	45401	33033	34655	24848	23598	25058
ENSG00000215717:TMEM167B	2712	3035	2683	3675	2676	2694	1774	1665	1889
ENSG00000143390:RFX5	0	0	0	0	0	0	0	0	0
ENSG00000072201:LNX1	2516	2829	2612	3494	2433	2614	2924	2918	3095
ENSG00000275183:LENG9	2092	2307	1933	3025	2242	2238	1111	1187	1232
ENSG00000153914:SREK1	2	0	6	14	2	4	0	0	3
ENSG00000116337:AMPD2	303	330	304	327	244	278	43	58	61
ENSG00000160211:G6PD	17	52	30	25	25	24	98	105	141
ENSG00000070019:GUCY2C	6	2	2	5	1	7	1	5	3
ENSG00000112195:TREML2	0	0	0	1	0	0	0	0	0
ENSG00000085644:ZNF213	368	427	365	601	482	556	738	824	901
ENSG00000156508:EEF1A1	0	1	0	1	0	4	3	7	1
ENSG00000173889:PHC3	3080	2843	2809	3696	2680	2664	4334	3979	3349
ENSG00000070388:FGF22	127	132	143	161	147	148	34	44	57
ENSG00000284631:SCYGR4	5	0	3	7	5	4	3	3	7
ENSG00000099917:MED15	1228	1446	1269	1857	1419	1406	1998	2165	2313
ENSG00000278259:MYO19	75	88	88	163	138	86	366	394	353
ENSG00000167104:BPIFB6	3	3	4	3	7	5	1	3	3
ENSG00000126337:KRT36	0	0	0	0	0	0	0	0	0
ENSG00000064201:TSPAN32	613	661	639	749	610	618	584	572	539
ENSG00000285269:AL160269.1	1	9	4	1	1	3	0	5	0
ENSG00000101997:CCDC22	7	12	10	5	16	6	2	0	1
ENSG00000136936:XPA	2	10	11	15	7	12	8	15	14
ENSG00000248109:MARCOL	2413	2677	2423	3270	2477	2464	3092	2922	2957
ENSG00000140612:SEC11A	0	0	0	0	0	0	0	0	0
ENSG00000178999:AURKB	295	348	331	443	296	327	296	261	338
ENSG00000282988:AL031777.2	433	434	493	719	528	547	948	859	843
ENSG00000152443:ZNF776	438	454	444	617	495	502	331	291	351
ENSG00000187559:FOXD4L3	1	0	0	0	0	1	0	1	1
ENSG00000083290:ULK2	2	2	3	4	7	5	4	0	1
ENSG00000115956:PLEK	5603	5560	5442	7982	5858	5558	4936	4398	4407
ENSG00000196839:ADA	1397	1636	1369	2365	1635	1634	1674	2013	2287
